school_code	boro	number_of_classes	core_subject_ms_core_and_9_12_only_	school_name	size_of_smallest_class	total_register	data_source	program_type	csd	core_course_ms_core_and_9_12_only_	average_class_size	size_of_largest_class	service_category_k_9_only_	grade_
M345	M	9	ENGLISH	COLLABORATIVE ACADEMY OF SCIENCE TECHNOL	28	271	ATS	GEN ED	1	-	30.1	32	-	MS CORE
M345	M	9	SOCIAL STUDIES	COLLABORATIVE ACADEMY OF SCIENCE TECHNOL	28	271	ATS	GEN ED	1	-	30.1	32	-	MS CORE
M345	M	9	SCIENCE	COLLABORATIVE ACADEMY OF SCIENCE TECHNOL	28	271	ATS	GEN ED	1	-	30.1	32	-	MS CORE
M345	M	9	MATH	COLLABORATIVE ACADEMY OF SCIENCE TECHNOL	28	271	ATS	GEN ED	1	-	30.1	32	-	MS CORE
M361	M	2	-	CHILDREN'S WORKSHOP SCHOOL	21	42	ATS	GEN ED	1	-	21.0	21	-	0K
M361	M	3	-	CHILDREN'S WORKSHOP SCHOOL	8	33	ATS	GEN ED	1	-	11.0	15	-	01
M361	M	3	-	CHILDREN'S WORKSHOP SCHOOL	8	31	ATS	GEN ED	1	-	10.3	13	-	02
M361	M	3	-	CHILDREN'S WORKSHOP SCHOOL	9	31	ATS	GEN ED	1	-	10.3	12	-	03
M361	M	3	-	CHILDREN'S WORKSHOP SCHOOL	9	30	ATS	GEN ED	1	-	10.0	11	-	04
M361	M	1	-	CHILDREN'S WORKSHOP SCHOOL	28	28	ATS	GEN ED	1	-	28.0	28	-	05
M361	M	1	-	CHILDREN'S WORKSHOP SCHOOL	12	12	ATS	SPEC ED	1	-	12.0	12	12:1	0K-09
M361	M	1	-	CHILDREN'S WORKSHOP SCHOOL	12	12	ATS	SPEC ED	1	-	12.0	12	12:1:1	0K-09
M363	M	3	-	NEIGHBORHOOD SCHOOL	9	42	ATS	GEN ED	1	-	14.0	21	-	0K
M363	M	4	-	NEIGHBORHOOD SCHOOL	9	38	ATS	GEN ED	1	-	9.5	11	-	01
M363	M	4	-	NEIGHBORHOOD SCHOOL	10	47	ATS	GEN ED	1	-	11.8	13	-	02
M363	M	2	-	NEIGHBORHOOD SCHOOL	24	50	ATS	GEN ED	1	-	25.0	26	-	03
M363	M	3	-	NEIGHBORHOOD SCHOOL	12	42	ATS	GEN ED	1	-	14.0	16	-	04
M363	M	3	-	NEIGHBORHOOD SCHOOL	9	37	ATS	GEN ED	1	-	12.3	15	-	05
M363	M	1	-	NEIGHBORHOOD SCHOOL	13	13	ATS	SPEC ED	1	-	13.0	13	12:1	0K-09
M363	M	1	-	NEIGHBORHOOD SCHOOL	13	11	ATS	SPEC ED	1	-	11.0	13	12:1:1	0K-09
M364	M	3	-	EARTH SCHOOL	18	58	ATS	GEN ED	1	-	19.3	20	-	0K
M364	M	2	-	EARTH SCHOOL	24	49	ATS	GEN ED	1	-	24.5	25	-	03
M364	M	2	-	EARTH SCHOOL	11	23	ATS	SPEC ED	1	-	11.5	12	12:1:1	0K-09
M378	M	3	-	SCHOOL FOR GLOBAL LEARNERS	19	63	ATS	GEN ED	1	-	21.0	22	-	06
M378	M	1	-	SCHOOL FOR GLOBAL LEARNERS	12	12	ATS	SPEC ED	1	-	12.0	12	12:1:1	0K-09
M378	M	8	ENGLISH	SCHOOL FOR GLOBAL LEARNERS	12	156	HSST	GEN ED	1	-	19.5	23	-	MS CORE
M378	M	9	SOCIAL STUDIES	SCHOOL FOR GLOBAL LEARNERS	6	159	HSST	GEN ED	1	-	17.7	23	-	MS CORE
M378	M	4	SCIENCE	SCHOOL FOR GLOBAL LEARNERS	12	78	HSST	GEN ED	1	-	19.5	23	-	MS CORE
M378	M	4	MATH	SCHOOL FOR GLOBAL LEARNERS	12	78	HSST	GEN ED	1	-	19.5	23	-	MS CORE
M448	M	8	ENGLISH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	10	139	HSST	GEN ED	1	ENGLISH 9	17.4	22	-	09-12
M448	M	9	ENGLISH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	10	154	HSST	GEN ED	1	ENGLISH 10	17.1	26	-	09-12
M448	M	5	ENGLISH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	12	88	HSST	GEN ED	1	ENGLISH 11	17.6	23	-	09-12
M448	M	4	ENGLISH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	19	77	HSST	GEN ED	1	ENGLISH 12	19.3	20	-	09-12
M448	M	1	ENGLISH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	12	12	HSST	GEN ED	1	OTHER	12.0	12	-	09-12
M448	M	-4	ENGLISH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL		-55	HSST	GEN ED	1	MATCHED SECTIONS			-	09-12
M448	M	3	SOCIAL STUDIES	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	10	32	HSST	GEN ED	1	GLOBAL HISTORY 10	10.7	12	-	09-12
M448	M	4	SOCIAL STUDIES	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	19	77	HSST	GEN ED	1	US GOVERNMENT	19.3	20	-	09-12
M448	M	5	SCIENCE	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	12	92	HSST	GEN ED	1	EARTH SCIENCE	18.4	26	-	09-12
M448	M	6	SCIENCE	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	17	152	HSST	GEN ED	1	CHEMISTRY	25.3	33	-	09-12
M448	M	1	SCIENCE	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	23	23	HSST	GEN ED	1	PHYSICS	23.0	23	-	09-12
M448	M	1	SCIENCE	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	12	12	HSST	GEN ED	1	OTHER	12.0	12	-	09-12
M448	M	14	MATH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	10	207	HSST	GEN ED	1	ALGEBRA	14.8	21	-	09-12
M448	M	8	MATH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	11	134	HSST	GEN ED	1	GEOMETRY	16.8	23	-	09-12
M448	M	1	MATH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL	13	13	HSST	GEN ED	1	OTHER	13.0	13	-	09-12
M448	M	-2	MATH	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL		-28	HSST	GEN ED	1	MATCHED SECTIONS			-	09-12
M448	M	3	ALL SUBJECTS	UNIVERSITY NEIGHBORHOOD HIGH SCHOOL		83	HSST	CTT	1	ASSUMED TEAM TEACHING			-	09-12
M450	M	5	-	EAST SIDE COMMUNITY HIGH SCHOOL	7	49	ATS	GEN ED	1	-	9.8	11	-	06
M450	M	2	-	EAST SIDE COMMUNITY HIGH SCHOOL	6	13	ATS	CTT	1	-	6.5	7	-	06
M450	M	6	-	EAST SIDE COMMUNITY HIGH SCHOOL	6	50	ATS	GEN ED	1	-	8.3	10	-	07
M450	M	2	-	EAST SIDE COMMUNITY HIGH SCHOOL	8	17	ATS	CTT	1	-	8.5	9	-	07
M450	M	7	-	EAST SIDE COMMUNITY HIGH SCHOOL	5	64	ATS	GEN ED	1	-	9.1	14	-	08
M450	M	2	-	EAST SIDE COMMUNITY HIGH SCHOOL	8	18	ATS	CTT	1	-	9.0	10	-	08
M450	M	2	ENGLISH	EAST SIDE COMMUNITY HIGH SCHOOL	6	14	HSST	GEN ED	1	-	7.0	8	-	MS CORE
M450	M	8	SOCIAL STUDIES	EAST SIDE COMMUNITY HIGH SCHOOL	19	158	HSST	GEN ED	1	-	19.8	21	-	MS CORE
M450	M	24	SCIENCE	EAST SIDE COMMUNITY HIGH SCHOOL	13	399	HSST	GEN ED	1	-	16.6	22	-	MS CORE
M450	M	30	MATH	EAST SIDE COMMUNITY HIGH SCHOOL	9	462	HSST	GEN ED	1	-	15.4	22	-	MS CORE
M450	M	8	ENGLISH	EAST SIDE COMMUNITY HIGH SCHOOL	18	156	HSST	GEN ED	1	ENGLISH 9	19.5	22	-	09-12
M450	M	8	ENGLISH	EAST SIDE COMMUNITY HIGH SCHOOL	19	165	HSST	GEN ED	1	ENGLISH 10	20.6	23	-	09-12
M450	M	4	ENGLISH	EAST SIDE COMMUNITY HIGH SCHOOL	19	82	HSST	GEN ED	1	ENGLISH 11	20.5	22	-	09-12
M450	M	4	ENGLISH	EAST SIDE COMMUNITY HIGH SCHOOL	13	69	HSST	GEN ED	1	ENGLISH 12	17.3	22	-	09-12
M450	M	8	SOCIAL STUDIES	EAST SIDE COMMUNITY HIGH SCHOOL	17	162	HSST	GEN ED	1	GLOBAL HISTORY 9	20.3	22	-	09-12
M450	M	8	SOCIAL STUDIES	EAST SIDE COMMUNITY HIGH SCHOOL	19	175	HSST	GEN ED	1	GLOBAL HISTORY 10	21.9	24	-	09-12
M450	M	4	SOCIAL STUDIES	EAST SIDE COMMUNITY HIGH SCHOOL	16	81	HSST	GEN ED	1	US HISTORY	20.3	23	-	09-12
M450	M	3	SOCIAL STUDIES	EAST SIDE COMMUNITY HIGH SCHOOL	21	70	HSST	GEN ED	1	US GOVERNMENT	23.3	25	-	09-12
M450	M	8	SCIENCE	EAST SIDE COMMUNITY HIGH SCHOOL	21	179	HSST	GEN ED	1	LIVING ENVIRONMENT	22.4	24	-	09-12
M450	M	4	SCIENCE	EAST SIDE COMMUNITY HIGH SCHOOL	14	78	HSST	GEN ED	1	CHEMISTRY	19.5	24	-	09-12
M450	M	8	SCIENCE	EAST SIDE COMMUNITY HIGH SCHOOL	19	168	HSST	GEN ED	1	PHYSICS	21.0	23	-	09-12
M450	M	8	MATH	EAST SIDE COMMUNITY HIGH SCHOOL	17	158	HSST	GEN ED	1	ALGEBRA	19.8	22	-	09-12
M450	M	8	MATH	EAST SIDE COMMUNITY HIGH SCHOOL	22	187	HSST	GEN ED	1	GEOMETRY	23.4	25	-	09-12
M450	M	4	MATH	EAST SIDE COMMUNITY HIGH SCHOOL	19	79	HSST	GEN ED	1	OTHER	19.8	21	-	09-12
M509	M	1	-	MARTA VALLE SECONDARY SCHOOL	13	13	ATS	GEN ED	1	-	13.0	13	-	08
M509	M	1	-	MARTA VALLE SECONDARY SCHOOL	24	24	ATS	CTT	1	-	24.0	24	-	08
M509	M	1	-	MARTA VALLE SECONDARY SCHOOL	2	2	ATS	SPEC ED	1	-	2.0	2	12:1	0K-09
M509	M	2	ENGLISH	MARTA VALLE SECONDARY SCHOOL	8	32	HSST	GEN ED	1	-	16.0	24	-	MS CORE
M509	M	2	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL	13	37	HSST	GEN ED	1	-	18.5	24	-	MS CORE
M509	M	3	SCIENCE	MARTA VALLE SECONDARY SCHOOL	13	50	HSST	GEN ED	1	-	16.7	24	-	MS CORE
M509	M	3	MATH	MARTA VALLE SECONDARY SCHOOL	6	43	HSST	GEN ED	1	-	14.3	24	-	MS CORE
M509	M	5	ENGLISH	MARTA VALLE SECONDARY SCHOOL	10	83	HSST	GEN ED	1	ENGLISH 9	16.6	27	-	09-12
M509	M	3	ENGLISH	MARTA VALLE SECONDARY SCHOOL	14	56	HSST	GEN ED	1	ENGLISH 10	18.7	21	-	09-12
M509	M	3	ENGLISH	MARTA VALLE SECONDARY SCHOOL	10	59	HSST	GEN ED	1	ENGLISH 11	19.7	32	-	09-12
M509	M	3	ENGLISH	MARTA VALLE SECONDARY SCHOOL	12	57	HSST	GEN ED	1	ENGLISH 12	19.0	25	-	09-12
M509	M	1	ENGLISH	MARTA VALLE SECONDARY SCHOOL	10	10	HSST	CTT	1	ENGLISH 10	10.0	10	-	09-12
M509	M	1	ENGLISH	MARTA VALLE SECONDARY SCHOOL	22	22	HSST	CTT	1	ENGLISH 11	22.0	22	-	09-12
M509	M	1	ENGLISH	MARTA VALLE SECONDARY SCHOOL	9	9	HSST	SPEC ED	1	ENGLISH 9	9.0	9	-	09-12
M509	M	1	ENGLISH	MARTA VALLE SECONDARY SCHOOL	5	5	HSST	SPEC ED	1	ENGLISH 10	5.0	5	-	09-12
M509	M	3	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL	18	72	HSST	GEN ED	1	GLOBAL HISTORY 9	24.0	28	-	09-12
M509	M	4	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL	20	90	HSST	GEN ED	1	GLOBAL HISTORY 10	22.5	25	-	09-12
M509	M	2	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL	21	46	HSST	GEN ED	1	US HISTORY	23.0	25	-	09-12
M509	M	3	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL	21	67	HSST	GEN ED	1	US GOVERNMENT	22.3	25	-	09-12
M509	M	-2	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL		-22	HSST	GEN ED	1	MATCHED SECTIONS			-	09-12
M509	M	1	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL	21	21	HSST	CTT	1	GLOBAL HISTORY 9	21.0	21	-	09-12
M509	M	2	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL	11	22	HSST	CTT	1	GLOBAL HISTORY 10	11.0	11	-	09-12
M509	M	1	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL	20	20	HSST	CTT	1	US HISTORY	20.0	20	-	09-12
M509	M	1	SOCIAL STUDIES	MARTA VALLE SECONDARY SCHOOL	8	8	HSST	SPEC ED	1	GLOBAL HISTORY 9	8.0	8	-	09-12
M509	M	10	SCIENCE	MARTA VALLE SECONDARY SCHOOL	15	222	HSST	GEN ED	1	LIVING ENVIRONMENT	22.2	34	-	09-12
M509	M	5	SCIENCE	MARTA VALLE SECONDARY SCHOOL	17	95	HSST	GEN ED	1	EARTH SCIENCE	19.0	23	-	09-12
M509	M	2	SCIENCE	MARTA VALLE SECONDARY SCHOOL	14	28	HSST	GEN ED	1	CHEMISTRY	14.0	14	-	09-12
M509	M	2	SCIENCE	MARTA VALLE SECONDARY SCHOOL	22	44	HSST	GEN ED	1	PHYSICS	22.0	22	-	09-12
M509	M	1	SCIENCE	MARTA VALLE SECONDARY SCHOOL	23	23	HSST	CTT	1	EARTH SCIENCE	23.0	23	-	09-12
M509	M	2	SCIENCE	MARTA VALLE SECONDARY SCHOOL	5	10	HSST	SPEC ED	1	LIVING ENVIRONMENT	5.0	5	-	09-12
M509	M	2	SCIENCE	MARTA VALLE SECONDARY SCHOOL	6	12	HSST	SPEC ED	1	EARTH SCIENCE	6.0	6	-	09-12
M509	M	1	MATH	MARTA VALLE SECONDARY SCHOOL	16	16	HSST	GEN ED	1	MATH A	16.0	16	-	09-12
M509	M	5	MATH	MARTA VALLE SECONDARY SCHOOL	11	80	HSST	GEN ED	1	MATH B	16.0	23	-	09-12
M509	M	4	MATH	MARTA VALLE SECONDARY SCHOOL	15	80	HSST	GEN ED	1	ALGEBRA	20.0	25	-	09-12
M509	M	4	MATH	MARTA VALLE SECONDARY SCHOOL	11	78	HSST	GEN ED	1	GEOMETRY	19.5	28	-	09-12
M509	M	2	MATH	MARTA VALLE SECONDARY SCHOOL	17	37	HSST	CTT	1	ALGEBRA	18.5	20	-	09-12
M509	M	1	MATH	MARTA VALLE SECONDARY SCHOOL	9	9	HSST	SPEC ED	1	ALGEBRA	9.0	9	-	09-12
M509	M	1	ALL SUBJECTS	MARTA VALLE SECONDARY SCHOOL		22	HSST	CTT	1	ASSUMED TEAM TEACHING			-	09-12
M515	M	5	ENGLISH	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	13	119	HSST	GEN ED	1	ENGLISH 9	23.8	31	-	09-12
M515	M	11	ENGLISH	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	10	260	HSST	GEN ED	1	ENGLISH 10	23.6	31	-	09-12
M515	M	6	ENGLISH	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	14	124	HSST	GEN ED	1	ENGLISH 11	20.7	29	-	09-12
M515	M	4	ENGLISH	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	10	79	HSST	GEN ED	1	ENGLISH 12	19.8	28	-	09-12
M515	M	9	SOCIAL STUDIES	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	11	210	HSST	GEN ED	1	GLOBAL HISTORY 10	23.3	33	-	09-12
M515	M	7	SOCIAL STUDIES	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	16	173	HSST	GEN ED	1	US HISTORY	24.7	29	-	09-12
M515	M	2	SOCIAL STUDIES	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	31	63	HSST	GEN ED	1	US GOVERNMENT	31.5	32	-	09-12
M515	M	2	SOCIAL STUDIES	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	22	49	HSST	GEN ED	1	ECONOMICS	24.5	27	-	09-12
M515	M	7	SCIENCE	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	12	150	HSST	GEN ED	1	LIVING ENVIRONMENT	21.4	27	-	09-12
M515	M	10	SCIENCE	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	14	200	HSST	GEN ED	1	EARTH SCIENCE	20.0	31	-	09-12
M515	M	1	SCIENCE	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	11	11	HSST	GEN ED	1	CHEMISTRY	11.0	11	-	09-12
M515	M	3	MATH	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	20	85	HSST	GEN ED	1	MATH A	28.3	33	-	09-12
M515	M	11	MATH	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	13	233	HSST	GEN ED	1	MATH B	21.2	28	-	09-12
M515	M	6	MATH	LOWER EAST SIDE PREPARATORY HIGH SCHOOL	13	130	HSST	GEN ED	1	ALGEBRA	21.7	34	-	09-12
M539	M	5	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	20	104	ATS	G&T	1	-	20.8	22	-	0K
M539	M	5	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	22	119	ATS	G&T	1	-	23.8	25	-	01
M539	M	5	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	18	113	ATS	G&T	1	-	22.6	25	-	02
M539	M	3	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	25	77	ATS	G&T	1	-	25.7	27	-	03
M539	M	3	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	19	61	ATS	G&T	1	-	20.3	22	-	04
M539	M	3	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	22	69	ATS	G&T	1	-	23.0	25	-	05
M539	M	14	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	6	157	ATS	G&T	1	-	11.2	16	-	06
M539	M	10	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	6	116	ATS	G&T	1	-	11.6	15	-	07
M539	M	6	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	10	71	ATS	G&T	1	-	11.8	14	-	08
M539	M	8	-	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	19	177	ATS	G&T	1	-	22.1	25	-	09
M539	M	21	ENGLISH	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	8	460	HSST	GEN ED	1	-	21.9	27	-	MS CORE
M539	M	15	SOCIAL STUDIES	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	18	341	HSST	GEN ED	1	-	22.7	27	-	MS CORE
M539	M	23	SCIENCE	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	13	525	HSST	GEN ED	1	-	22.8	31	-	MS CORE
M539	M	15	MATH	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	13	341	HSST	GEN ED	1	-	22.7	29	-	MS CORE
M539	M	8	ENGLISH	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	14	179	HSST	GEN ED	1	ENGLISH 9	22.4	33	-	09-12
M539	M	7	ENGLISH	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	15	161	HSST	GEN ED	1	ENGLISH 10	23.0	32	-	09-12
M539	M	2	ENGLISH	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	14	31	HSST	GEN ED	1	ENGLISH 11	15.5	17	-	09-12
M539	M	2	ENGLISH	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	14	46	HSST	GEN ED	1	ENGLISH 12	23.0	32	-	09-12
M539	M	7	SOCIAL STUDIES	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	15	178	HSST	GEN ED	1	GLOBAL HISTORY 9	25.4	32	-	09-12
M539	M	7	SOCIAL STUDIES	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	12	152	HSST	GEN ED	1	GLOBAL HISTORY 10	21.7	32	-	09-12
M539	M	1	SOCIAL STUDIES	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	23	23	HSST	GEN ED	1	US HISTORY	23.0	23	-	09-12
M539	M	1	SOCIAL STUDIES	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	23	23	HSST	GEN ED	1	US GOVERNMENT	23.0	23	-	09-12
M539	M	1	SOCIAL STUDIES	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	24	24	HSST	GEN ED	1	ECONOMICS	24.0	24	-	09-12
M539	M	2	SCIENCE	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	22	44	HSST	GEN ED	1	LIVING ENVIRONMENT	22.0	22	-	09-12
M539	M	8	SCIENCE	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	23	194	HSST	GEN ED	1	CHEMISTRY	24.3	25	-	09-12
M539	M	20	SCIENCE	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	19	472	HSST	GEN ED	1	PHYSICS	23.6	29	-	09-12
M539	M	2	MATH	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	16	46	HSST	GEN ED	1	MATH B	23.0	30	-	09-12
M539	M	6	MATH	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	16	133	HSST	GEN ED	1	ALGEBRA	22.2	26	-	09-12
M539	M	7	MATH	NEW EXPLORATIONS INTO SCIENCE TECHNOLOGY	13	173	HSST	GEN ED	1	GEOMETRY	24.7	32	-	09-12
M650	M	1	ENGLISH	CASCADES HIGH SCHOOL	22	22	HSST	GEN ED	1	ENGLISH 10	22.0	22	-	09-12
M650	M	4	ENGLISH	CASCADES HIGH SCHOOL	14	79	HSST	GEN ED	1	ENGLISH 11	19.8	27	-	09-12
M650	M	6	ENGLISH	CASCADES HIGH SCHOOL	12	127	HSST	GEN ED	1	ENGLISH 12	21.2	26	-	09-12
M650	M	-2	ENGLISH	CASCADES HIGH SCHOOL		-28	HSST	GEN ED	1	MATCHED SECTIONS			-	09-12
M650	M	4	SOCIAL STUDIES	CASCADES HIGH SCHOOL	10	77	HSST	GEN ED	1	GLOBAL HISTORY 10	19.3	28	-	09-12
M650	M	4	SOCIAL STUDIES	CASCADES HIGH SCHOOL	17	80	HSST	GEN ED	1	US HISTORY	20.0	25	-	09-12
M650	M	2	SOCIAL STUDIES	CASCADES HIGH SCHOOL	23	46	HSST	GEN ED	1	US GOVERNMENT	23.0	23	-	09-12
M650	M	2	SOCIAL STUDIES	CASCADES HIGH SCHOOL	18	44	HSST	GEN ED	1	ECONOMICS	22.0	26	-	09-12
M650	M	2	SOCIAL STUDIES	CASCADES HIGH SCHOOL	12	39	HSST	GEN ED	1	OTHER	19.5	27	-	09-12
M650	M	2	SCIENCE	CASCADES HIGH SCHOOL	24	50	HSST	GEN ED	1	CHEMISTRY	25.0	26	-	09-12
M650	M	4	SCIENCE	CASCADES HIGH SCHOOL	16	95	HSST	GEN ED	1	OTHER	23.8	29	-	09-12
M650	M	6	MATH	CASCADES HIGH SCHOOL	13	129	HSST	GEN ED	1	ALGEBRA	21.5	26	-	09-12
M650	M	2	MATH	CASCADES HIGH SCHOOL	26	54	HSST	GEN ED	1	GEOMETRY	27.0	28	-	09-12
M650	M	1	ALL SUBJECTS	CASCADES HIGH SCHOOL		28	HSST	CTT	1	ASSUMED TEAM TEACHING			-	09-12
M696	M	8	ENGLISH	BARD HIGH SCHOOL EARLY COLLEGE	19	163	HSST	GEN ED	1	ENGLISH 9	20.4	22	-	09-12
M696	M	8	ENGLISH	BARD HIGH SCHOOL EARLY COLLEGE	15	148	HSST	GEN ED	1	ENGLISH 10	18.5	21	-	09-12
M696	M	8	SOCIAL STUDIES	BARD HIGH SCHOOL EARLY COLLEGE	20	164	HSST	GEN ED	1	GLOBAL HISTORY 9	20.5	22	-	09-12
M696	M	8	SOCIAL STUDIES	BARD HIGH SCHOOL EARLY COLLEGE	15	147	HSST	GEN ED	1	GLOBAL HISTORY 10	18.4	22	-	09-12
M696	M	4	SCIENCE	BARD HIGH SCHOOL EARLY COLLEGE	23	92	HSST	GEN ED	1	EARTH SCIENCE	23.0	23	-	09-12
M696	M	6	SCIENCE	BARD HIGH SCHOOL EARLY COLLEGE	19	136	HSST	GEN ED	1	CHEMISTRY	22.7	25	-	09-12
M696	M	16	SCIENCE	BARD HIGH SCHOOL EARLY COLLEGE	19	346	HSST	GEN ED	1	PHYSICS	21.6	23	-	09-12
M696	M	6	MATH	BARD HIGH SCHOOL EARLY COLLEGE	18	122	HSST	GEN ED	1	MATH A	20.3	22	-	09-12
M696	M	5	MATH	BARD HIGH SCHOOL EARLY COLLEGE	19	100	HSST	GEN ED	1	MATH B	20.0	21	-	09-12
M696	M	2	MATH	BARD HIGH SCHOOL EARLY COLLEGE	20	41	HSST	GEN ED	1	ALGEBRA	20.5	21	-	09-12
M839	M	3	-	TOMPKINS SQUARE MIDDLE SCHOOL	30	91	ATS	GEN ED	1	-	30.3	31	-	06
M839	M	1	-	TOMPKINS SQUARE MIDDLE SCHOOL	31	31	ATS	CTT	1	-	31.0	31	-	06
M839	M	3	-	TOMPKINS SQUARE MIDDLE SCHOOL	30	90	ATS	GEN ED	1	-	30.0	30	-	07
M839	M	1	-	TOMPKINS SQUARE MIDDLE SCHOOL	32	32	ATS	CTT	1	-	32.0	32	-	07
M839	M	3	-	TOMPKINS SQUARE MIDDLE SCHOOL	30	90	ATS	GEN ED	1	-	30.0	30	-	08
M839	M	1	-	TOMPKINS SQUARE MIDDLE SCHOOL	33	33	ATS	CTT	1	-	33.0	33	-	08
M839	M	1	-	TOMPKINS SQUARE MIDDLE SCHOOL	10	10	ATS	SPEC ED	1	-	10.0	10	12:1	0K-09
M839	M	1	ENGLISH	TOMPKINS SQUARE MIDDLE SCHOOL	75	75	ATS	GEN ED	1	-	75.0	75	-	MS CORE
M839	M	1	SOCIAL STUDIES	TOMPKINS SQUARE MIDDLE SCHOOL	75	75	ATS	GEN ED	1	-	75.0	75	-	MS CORE
M839	M	1	SCIENCE	TOMPKINS SQUARE MIDDLE SCHOOL	75	75	ATS	GEN ED	1	-	75.0	75	-	MS CORE
M839	M	1	MATH	TOMPKINS SQUARE MIDDLE SCHOOL	75	75	ATS	GEN ED	1	-	75.0	75	-	MS CORE
M001	M	4	-	P.S. 001 ALFRED E. SMITH	18	77	ATS	GEN ED	2	-	19.3	20	-	0K
M001	M	4	-	P.S. 001 ALFRED E. SMITH	18	75	ATS	GEN ED	2	-	18.8	20	-	01
M001	M	4	-	P.S. 001 ALFRED E. SMITH	15	67	ATS	GEN ED	2	-	16.8	18	-	02
M001	M	5	-	P.S. 001 ALFRED E. SMITH	18	90	ATS	GEN ED	2	-	18.0	18	-	03
M001	M	3	-	P.S. 001 ALFRED E. SMITH	21	67	ATS	GEN ED	2	-	22.3	24	-	04
M001	M	4	-	P.S. 001 ALFRED E. SMITH	20	81	ATS	GEN ED	2	-	20.3	21	-	05
M001	M	2	-	P.S. 001 ALFRED E. SMITH	10	22	ATS	SPEC ED	2	-	11.0	12	12:1:1	0K-09
M002	M	5	-	P.S. 002 MEYER LONDON	19	100	ATS	GEN ED	2	-	20.0	22	-	0K
