overall_grade	additional_credit	_state_accountability_status	environment_grade	peer_index_	overall_score	principal	progress_category_score	dbn	_progress_report_grade	school	environment_category_score	performance_category_score	progress_grade	district	progress_report_type	performance_grade	school_level_	most_recent_quality_review_score	_school_support_organization
A	11.3	In Good Standing	B	54.51	96.0	Anne Bussel	56.6	30Q171	B	P.S. 171 PETER G. VAN ALST	9.2	18.9	A	30	ESMS	A	Elementary	Proficient (2007-08)	ICI
A	9.0	Restructuring (Advanced) -  Focused	C	3.12	78.7	Yvonne Leimsider	42.5	30Q204	B	I.S. 204 OLIVER W. HOLMES	7.3	19.9	A	30	ESMS	A	Middle	Proficient (2007-08)	ESO
A	5.3	In Good Standing	A	51.34	92.0	Carin Ilene Ellis	52.0	30Q212	B	P.S. 212	12.9	21.8	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	12.0	In Good Standing	B	3.55	96.0	Renee David	53.7	30Q227	A	I.S. 227 LOUIS ARMSTRONG	8.7	21.6	A	30	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	9.0	In Good Standing	B	3.33	89.1	Sharon Terry	48.8	30Q230	B	I.S. 230	8.6	22.7	A	30	ESMS	A	Middle	Well Developed (2007-08)	CEI-PEA
A	11.3	Improvement (year 1) -  Basic	A	45.03	99.0	Thea Pallos	55.9	30Q234	B	P.S. 234	12.0	19.8	A	30	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	1.5	In Good Standing	A	2.95	97.2	Carmen Rivera	59.5	30Q235	A	ACADEMY FOR NEW AMERICANS	15.0	21.2	A	30	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	0.0	In Good Standing	A	3.61	79.6	Laura A Mitchell	44.5	30Q286	A	YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA	14.6	20.5	A	30	ESMS	A	Middle	Proficient (2007-08)	New Visions
""				2.73		Mark Dunetz		30Q301		ACADEMY FOR CAREERS IN TELEVISION AND FILM				30	HS		High School		New Visions
""	2																		
B	4	Restructuring (Advanced) -  Comprehensive	B	2.33	54.1	Aaron M. Perez	30.0	30Q445	B	WILLIAM CULLEN BRYANT HIGH SCHOOL	8.9	11.2	C	30	HS	C	High School	Proficient (2008-09)	ICI
B	8	Restructuring (Advanced) -  Focused	C	2.33	62.5	William Bassell	35.7	30Q450	B	LONG ISLAND CITY HIGH SCHOOL	6.9	11.9	B	30	HS	C	High School	Well Developed (2007-08)	ICI
A	0	In Good Standing	C	3.27	75.4	Donna Finn	47.0	30Q501	A	FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL	7.1	21.3	A	30	HS	A	High School	Well Developed (2007-08)	ESO
B	3	In Good Standing	B	2.43	60.4	Dr. Nancy E. Casella	33.5	30Q502	B	INFORMATION TECHNOLOGY HIGH SCHOOL	9.5	14.4	B	30	HS	B	High School	Proficient (2008-09)	ESO
A	0	Corrective Action (year 1) -  Comprehensive	A	1.97	80.4	Mary Burke	47.0	30Q555	A	NEWCOMERS HIGH SCHOOL	12.1	21.3	A	30	HS	A	High School	Outstanding (2007-08)	ICI
B	7	In Good Standing	B	2.98	68.2	Ellen Sherman	34.7	30Q575	B	ACADEMY OF AMERICAN STUDIES	9.9	16.6	B	30	HS	B	High School	Well Developed (2007-08)	ICI
B	0.0	In Good Standing	A	3.85	61.4	Kelly Joan Johnson	27.2	30Q580	B	BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION	10.3	23.9	C	30	ESMS	A	Middle	Proficient (2007-08)	ESO
A	0	In Good Standing	A	3.48	81.6	KELLY JOAN JOHNSON	51.3	30Q580	A	BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION	10.5	19.8	A	30	HS	A	High School	Proficient (2007-08)	ESO
A	1.5	In Good Standing	A	14.42	73.1	Diane Gordin	42.3	31R001	A	P.S. 001 TOTTENVILLE	11.5	17.8	A	31	ESMS	A	Elementary	Well Developed (2007-08)	CEI-PEA
B	3.0	Restructuring (year 2) -  Focused	C	3.25	67.9	Adrienne Stallone	38.4	31R002	D	I.S. R002 GEORGE L. EGBERT	7.2	19.3	B	31	ESMS	A	Middle	Well Developed (2008-09)	KLSO
B	0.0	In Good Standing	B	11.06	58.8	Donna Gioello	36.7	31R003	B	P.S. 003 THE MARGARET GIOIOSA SCHOOL	9.5	12.6	B	31	ESMS	C	Elementary	Well Developed (2007-08)	ICI
A	4.5	In Good Standing	B	20.21	68.0	Mr. Marc A. Harris	43.3	31R004	C	P.S. 004 MAURICE WOLLIN	9.9	10.3	A	31	ESMS	D	Elementary	Proficient (2008-09)	CEI-PEA
A	0.0	In Good Standing	A	7.68	82.8	Katherine Corso	51.8	31R005	C	P.S. 005 HUGUENOT	12.5	18.5	A	31	ESMS	A	Elementary	Proficient (2008-09)	CEI-PEA
A	0.8	In Good Standing	A	15.09	71.7	Erminia Claudio	46.9	31R006	A	P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL	11.4	12.6	A	31	ESMS	C	Elementary	Well Developed (2007-08)	ICI
A	2.3	In Good Standing	B	3.52	78.8	Dr. Nora De Rosa-Karby	44.2	31R007	A	I.S. 007 ELIAS BERNSTEIN	9.5	22.8	A	31	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	4.5	In Good Standing	A	19.24	84.6	Lisa Esposito	50.1	31R008	A	P.S. 8 SHIRLEE SOLOMON	11.5	18.5	A	31	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	3.8	In Good Standing	B	42.35	84.2	Erica Mattera	55.6	31R011	B	P.S. 11 THOMAS DONGAN SCHOOL	9.6	15.2	A	31	ESMS	B	Elementary	Well Developed (2007-08)	ICI
A	5.3	In Good Standing	B	42.52	85.8	Constance Montijo	51.6	31R013	B	P.S. 013 M. L. LINDEMEYER	9.2	19.7	A	31	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	1.5	In Good Standing	D	61.73	71.5	Nancy Hargett	50.8	31R014	C	P.S. 014 CORNELIUS VANDERBILT	6.2	13.0	A	31	ESMS	C	Elementary	Underdeveloped with Proficient Features (2007-08)	ICI
A	9.0	Restructuring (Advanced) -  Focused	B	55.04	70.9	Vincenza Gallassio	42.4	31R016	C	P.S. 016 JOHN J. DRISCOLL	8.2	11.3	A	31	ESMS	C	Elementary	Proficient (2008-09)	ICI
A	11.3	In Good Standing	B	67.83	98.7	Ms. Donna Luisi	56.0	31R018	A	P.S. 018 JOHN G. WHITTIER	8.5	22.9	A	31	ESMS	A	Elementary	Well Developed (2007-08)	KLSO
A	10.5	In Good Standing	A	52.31	97.9	Mary Petrone	56.8	31R019	A	P.S. 019 THE CURTIS SCHOOL	10.5	20.1	A	31	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	7.5	In Good Standing	A	63.86	96.7	Marie Munoz	54.7	31R020	A	P.S. 020 PORT RICHMOND	13.3	21.2	A	31	ESMS	A	Elementary	Proficient (2007-08)	ICI
A	6.8	In Good Standing	B	56.68	83.4	Gina Moreno	52.1	31R021	B	P.S. 21 MARGARET EMERY-ELM PARK	10.1	14.4	A	31	ESMS	B	Elementary	Well Developed (2007-08)	CEI-PEA
A	12.8	In Good Standing	B	45.90	87.2	Melissa Lamb Donath	47.3	31R022	B	P.S. 022 GRANITEVILLE	8.2	18.9	A	31	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	4.5	In Good Standing	B	17.99	75.7	Mark Bronstein	45.2	31R023	A	P.S. 023 RICHMONDTOWN	10.1	15.9	A	31	ESMS	B	Elementary	Well Developed (2007-08)	CEI-PEA
A	4.5	In Good Standing	C	3.55	76.8	Rosemarie O'Neill	43.9	31R024	B	I.S. 024 MYRA S. BARNES	7.8	20.6	A	31	ESMS	A	Middle	Well Developed (2007-08)	CEI-PEA
A	4.5	In Good Standing	F	34.06	72.6	Ms. Joanne Mecane	50.6	31R026	B	P.S. 026 THE CARTERET SCHOOL	4.0	13.5	A	31	ESMS	B	Elementary	Proficient (2007-08)	ESO
A	8.3	Restructuring (Advanced) -  Focused	B	3.14	75.9	Tracey Kornish	39.3	31R027	C	I.S. 027 ANNING S. PRALL	9.2	19.1	B	31	ESMS	A	Middle	Proficient (2008-09)	LLSO
A	1.5	In Good Standing	A	26.18	68.7	Mrs. Linda Manfredi	33.8	31R029	A	P.S. 029 BARDWELL	14.5	18.9	B	31	ESMS	A	Elementary	Well Developed (2007-08)	ICI
B	3.8	In Good Standing	C	20.66	61.3	Mrs. Denise N. Spina	36.4	31R030	C	P.S. 030 WESTERLEIGH	7.3	13.8	B	31	ESMS	B	Elementary	Underdeveloped with Proficient Features (2008-09)	ESO
A	6.0	In Good Standing	B	59.54	87.5	Patricia Covington	54.7	31R031	A	P.S. 031 WILLIAM T. DAVIS	9.8	17.0	A	31	ESMS	A	Elementary	Proficient (2007-08)	ESO
B	2.3	In Good Standing	B	14.30	67.6	Nancy Spataro	42.0	31R032	C	P.S. 032 THE GIFFORD SCHOOL	8.1	15.2	A	31	ESMS	B	Elementary	Proficient (2008-09)	ESO
A	3.0	In Good Standing	A	3.51	83.4	Jeff Preston	45.3	31R034	B	I.S. 034 TOTTENVILLE	11.9	23.2	A	31	ESMS	A	Middle	Well Developed (2007-08)	ICI
B	0.0	In Good Standing	B	25.38	60.5	Melissa Garofalo	33.7	31R035	C	P.S. 35 THE CLOVE VALLEY SCHOOL	9.9	16.9	B	31	ESMS	B	Elementary	Underdeveloped with Proficient Features (2008-09)	ESO
B	2.3	In Good Standing	D	12.72	67.2	Barbara Bellafatto	45.0	31R036	C	P.S. 036 J. C. DRUMGOOLE	5.8	14.1	A	31	ESMS	B	Elementary	Proficient (2008-09)	ICI
A	4.5	In Good Standing	C	36.67	81.3	Everlidys Robles	52.6	31R038	B	P.S. 038 GEORGE CROMWELL	7.4	16.8	A	31	ESMS	B	Elementary	Well Developed (2007-08)	ICI
A	3.0	In Good Standing	A	29.70	75.6	Mr. Robert E. Corso	45.0	31R039	B	P.S. 39 FRANCIS J. MURPHY JR.	10.8	16.8	A	31	ESMS	B	Elementary	Well Developed (2007-08)	CEI-PEA
A	2.3	In Good Standing	C	27.20	72.6	Elise Feldman	46.7	31R041	B	P.S. 041 NEW DORP	7.2	16.4	A	31	ESMS	B	Elementary	Well Developed (2007-08)	ICI
A	0.8	In Good Standing	A	15.22	69.7	Brian Sharkey	40.4	31R042	A	P.S. 042 ELTINGVILLE	11.3	17.2	B	31	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	11.3	Corrective Action (year 1) -  Focused	C	61.22	89.6	Joseph Miller	58.7	31R044	B	P.S. 044 THOMAS C. BROWN	7.9	11.7	A	31	ESMS	C	Elementary	Underdeveloped with Proficient Features (2008-09)	ICI
A	5.3	In Good Standing	C	34.55	73.1	Teresa Caccavale	44.4	31R045	C	P.S. 045 JOHN TYLER	6.8	16.6	A	31	ESMS	B	Elementary	Proficient (2008-09)	ICI
B	2.3	In Good Standing	A	38.47	66.8	Andrea Maffeo	39.8	31R046	B	P.S. 046 ALBERT V. MANISCALCO	12.3	12.4	B	31	ESMS	C	Elementary	Well Developed (2007-08)	ICI
A	5	In Good Standing	B	2.82	86.3	Aimee Horowitz	48.5	31R047		CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES	9.9	22.9	A	31	HS	A	High School	Proficient (2008-09)	ESO
A	0.0	In Good Standing	A	21.92	75.9	Jacqueline Mammolito	41.2	31R048	A	P.S. 048 WILLIAM C. WILCOX	11.9	22.8	A	31	ESMS	A	Elementary	Well Developed (2007-08)	ESO
A	3.8	Restructuring (Advanced) -  Focused	C	3.04	70.5	Linda Hill	41.1	31R049	B	I.S. 49 BERTA A. DREYFUS	7.3	18.3	A	31	ESMS	A	Middle	Proficient (2007-08)	KLSO
A	3.0	In Good Standing	C	18.14	74.3	Sharon Fine	49.6	31R050	A	P.S. 050 FRANK HANKINSON	7.7	14.0	A	31	ESMS	B	Elementary	Proficient (2007-08)	ICI
B	9.0	Restructuring (year 2) -  Focused	C	3.15	66.6	Emma Della Rocca	31.9	31R051	B	I.S. 051 EDWIN MARKHAM	7.7	18.0	C	31	ESMS	A	Middle	Proficient (2007-08)	KLSO
A	4.5	In Good Standing	F	27.52	72.5	Ms. Evelyn Mastroianni	50.8	31R052	F	P.S. 052 JOHN C. THOMPSON	3.4	13.8	A	31	ESMS	B	Elementary	Proficient (2008-09)	ICI
A	0.8	In Good Standing	A	14.92	76.0	Annette Esposito	46.3	31R053	B	P.S. 053 BAY TERRACE	10.9	18.0	A	31	ESMS	A	Elementary	Well Developed (2007-08)	ESO
B	3.0	In Good Standing	C	25.56	67.8	Anna Castley	39.7	31R054	B	P.S. 054 CHARLES W. LENG	8.0	17.1	B	31	ESMS	A	Elementary	Well Developed (2007-08)	ESO
B	2.3	In Good Standing	C	12.12	62.7	Kathleen Schultz	36.0	31R055	B	P.S. 055 HENRY M. BOEHM	7.3	17.1	B	31	ESMS	A	Elementary	Well Developed (2007-08)	ICI
A	2.3	In Good Standing	C	13.89	77.8	Dean Scali	51.7	31R056	C	P.S. 56 THE LOUIS DESARIO SCHOOL	6.5	17.3	A	31	ESMS	A	Elementary	Proficient (2008-09)	ICI
A	9.8	Improvement (year 1) -  Basic	B	62.44	73.2	Sandra Barnes	42.0	31R057	B	P.S. 057 HUBERT H. HUMPHREY	9.0	12.4	A	31	ESMS	C	Elementary	Proficient (2007-08)	ICI
A	3.8	In Good Standing	A	27.15	79.6	Roseann Mezzacappa	48.3	31R058	A	SPACE SHUTTLE COLUMBIA SCHOOL	10.6	16.9	A	31	ESMS	B	Elementary	Well Developed (2007-08)	ICI
A	2.3	In Good Standing	B	33.00	71.7	Bonnie Ferretti	43.1	31R060	B	P.S. 060 ALICE AUSTEN	10.0	16.3	A	31	ESMS	B	Elementary	Well Developed (2007-08)	ICI
B	6.8	In Good Standing	C	3.22	61.6	Mr. Richard J. Gallo	31.4	31R061	B	I.S. 061 WILLIAM A MORRIS	6.7	16.7	C	31	ESMS	B	Middle	Well Developed (2007-08)	ICI
""				3.32		Jessica Jenkins-Milona		31R063		MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING				31	ESMS		Middle		ESO
""		In Good Standing																No QR in last two years	
""				2.32		Ms. Zeynep Ozkan		31R064		GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL				31	HS		High School		ESO
""	1	Pending																	
A	3.0	In Good Standing	A	24.25	69.2	Doreen Murphy	42.5	31R069	B	P.S. 069 DANIEL D. TOMPKINS	11.4	12.3	A	31	ESMS	C	Elementary	Well Developed (2007-08)	CEI-PEA
A	9.8	Corrective Action (year 2) -  Focused	B	3.26	81.4	Peter Macellari	42.0	31R072	B	I.S. 072 ROCCO LAURIE	9.3	20.3	A	31	ESMS	A	Middle	Well Developed (2007-08)	CEI-PEA
B	2.3	In Good Standing	A	3.50	67.1	Mark Cannizzaro	34.0	31R075	B	I.S. 075 FRANK D. PAULO	10.2	20.6	B	31	ESMS	A	Middle	Well Developed (2007-08)	ICI
B	6.0	In Good Standing	B	23.22	57.8	Joanne Buckheit	28.7	31R080	B	THE MICHAEL J. PETRIDES SCHOOL	8.3	14.8	C	31	ESMS	B	K-8	Well Developed (2007-08)	ESO
A	1	In Good Standing	A	2.82	77.7	Joanne Buckheit	42.5	31R080	A	THE MICHAEL J. PETRIDES SCHOOL	10.8	23.4	A	31	HS	A	High School	Well Developed (2007-08)	ESO
A	4	Restructuring (Advanced) -  Focused	A	2.24	70.2	Ms. Deirdre DeAngelis	39.3	31R440	B	NEW DORP HIGH SCHOOL	12.2	14.7	B	31	HS	B	High School	Well Developed (2007-08)	New Visions
B	3	Restructuring (year 2) -  Focused	B	2.23	61.4	Timothy M. Gannon	35.7	31R445	B	PORT RICHMOND HIGH SCHOOL	9.0	13.7	B	31	HS	B	High School	Proficient (2007-08)	New Visions
B	4	Restructuring (year 1) -  Focused	B	2.33	68.8	Aurelia Curtis	36.0	31R450	B	CURTIS HIGH SCHOOL	9.7	19.1	B	31	HS	A	High School	Well Developed (2007-08)	CLSO
A	11	Corrective Action (year 1) -  Focused	C	2.78	72.4	John P. Tuminaro	38.8	31R455	A	TOTTENVILLE HIGH SCHOOL	6.9	15.7	B	31	HS	B	High School	Well Developed (2007-08)	ESO
B	6	Restructuring (Advanced) -  Focused	C	2.51	67.1	Mr. Gary M. Giordano	38.8	31R460	A	SUSAN E. WAGNER HIGH SCHOOL	7.0	15.3	B	31	HS	B	High School	Well Developed (2007-08)	ESO
A	2.5	In Good Standing	A	2.20	79.5	Ron Gorsky	50.4	31R470	A	CONCORD HIGH SCHOOL	12.3	14.3	A	31	HS	B	Transfer School	Well Developed (2007-08)	ESO
A	6	In Good Standing	B	1.91	79.5	SHARON ALICIA HENRY	43.1	31R600	A	RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	10.0	20.4	A	31	HS	A	High School	Well Developed (2007-08)	ESO
A	0	In Good Standing	A	3.91	85.8	Vincent Maniscalco	49.7	31R605	A	STATEN ISLAND TECHNICAL HIGH SCHOOL	11.4	24.7	A	31	HS	A	High School	Proficient (2007-08)	ICI
A	7.5	In Good Standing	A	62.94	91.2	Tracey Lott-Davis	51.7	32K045	A	P.S. 045 HORACE E. GREENE	11.0	21.0	A	32	ESMS	A	Elementary	Well Developed (2007-08)	CLSO
A	6.8	In Good Standing	A	58.17	84.6	Christopher Tricarico	47.5	32K075	B	P.S. 075 MAYDA CORTIELLA	10.2	20.1	A	32	ESMS	A	Elementary	Well Developed (2007-08)	CLSO
A	5.3	In Good Standing	A	62.29	79.1	Mabel Sarduy	42.2	32K086	A	P.S. 086 THE IRVINGTON	13.1	18.5	A	32	ESMS	A	Elementary	Well Developed (2007-08)	CLSO
A	6.0	Corrective Action (year 1) -  Focused	A	65.59	71.1	Robert Flores	34.3	32K106	A	P.S. 106 EDWARD EVERETT HALE	11.3	19.5	B	32	ESMS	A	Elementary	Well Developed (2007-08)	CLSO
A	5.3	In Good Standing	A	64.10	88.4	Anna Santiago	52.8	32K116	A	P.S. 116 ELIZABETH L FARRELL	10.4	19.9	A	32	ESMS	A	Elementary	Well Developed (2007-08)	CLSO
A	9.0	In Good Standing	A	63.84	96.1	Veronica Greene	55.8	32K123	B	P.S. 123 SUYDAM	11.6	19.7	A	32	ESMS	A	Elementary	Proficient (2007-08)	CLSO
A	1.5	Corrective Action (year 2) -  Focused	A	64.07	69.2	Marilyn Torres	40.3	32K145	B	P.S. 145 ANDREW JACKSON	10.8	16.6	B	32	ESMS	B	Elementary	Proficient (2007-08)	CLSO
A	1.5	In Good Standing	A	59.54	70.0	Jeanette Sosa	38.2	32K151	B	P.S. 151 LYNDON B. JOHNSON	12.2	18.1	B	32	ESMS	A	Elementary	Proficient (2007-08)	CLSO
A	3.8	In Good Standing	C	3.01	76.3	Barbara Demartino	43.7	32K162	B	J.H.S. 162 THE WILLOUGHBY	7.7	21.1	A	32	ESMS	A	Middle	Proficient (2007-08)	ICI
A	8.3	Improvement (year 2) -  Basic	B	64.13	79.8	Maritza Ollivierra-Jones	44.3	32K274	A	P.S. 274 KOSCIUSKO	10.0	17.2	A	32	ESMS	A	Elementary	Well Developed (2007-08)	CLSO
B	1.5	Restructuring (year 2) -  Focused	A	2.82	63.9	Sean Walsh	31.7	32K291	B	J.H.S. 291 ROLAND HAYES	11.0	19.7	C	32	ESMS	A	Middle	Proficient (2007-08)	ICI
A	4.5	Restructuring (Advanced) -  Focused	B	3.01	73.3	Maria Barreto	39.1	32K296	B	J.H.S. 296 THE HALSEY	8.7	21.0	B	32	ESMS	A	Middle	Well Developed (2007-08)	ICI
B	2.3	Corrective Action (year 1) -  Focused	C	60.11	62.4	Wilma Kanova Kirk	39.8	32K299	B	P.S. 299 THOMAS WARREN FIELD	7.4	12.9	B	32	ESMS	C	Elementary	Well Developed (2007-08)	CLSO
A	11.3	In Good Standing	A	2.93	91.3	John Barbella	44.9	32K347	C	I.S. 347 SCHOOL OF HUMANITIES	10.2	24.9	A	32	ESMS	A	Middle	Proficient (2008-09)	ICI
A	11.3	Restructuring (year 2) -  Focused	A	2.98	98.4	Rogelio Parris	51.7	32K349	B	I.S. 349 MATH, SCIENCE & TECH.	10.5	24.9	A	32	ESMS	A	Middle	Well Developed (2007-08)	CLSO
A	2.3	In Good Standing	A	63.88	72.1	Brenda Perez	37.7	32K376	A	P.S. 376	12.2	19.9	B	32	ESMS	A	Elementary	Well Developed (2007-08)	CLSO
A	11.3	In Good Standing	B	60.66	97.9	Dominic Zagami	57.8	32K377	B	P.S. 377 ALEJANDRINA B. DE GAUTIER	8.9	19.9	A	32	ESMS	A	K-8	Well Developed (2007-08)	CLSO
B	6.0	Improvement (year 2) -  Focused	C	3.77	64.6	Barbara Sanders	33.4	32K383	B	J.H.S. 383 PHILIPPA SCHUYLER	6.5	18.7	B	32	ESMS	A	Middle	Well Developed (2007-08)	CLSO
A	12.0	In Good Standing	A	64.85	102.2	Brunhilda Perez-Ortiz	52.8	32K384	A	P.S. /I.S. 384 FRANCES E. CARTER	12.4	25.0	A	32	ESMS	A	K-8	Well Developed (2007-08)	ICI
""				2.24		Nilda Gomez-Katz		32K403		ACADEMY FOR ENVIRONMENTAL LEADERSHIP				32	HS		High School		New Visions
""	3	Pending																Underdeveloped with Proficient Features (2008-09)	
C	1	Corrective Action (year 1) -  Comprehensive	C	2.36	44.0	Barnaby Spring	22.4	32K545	B	EBC HIGH SCHOOL FOR PUBLIC SERVICE\u00C2\u20AC\u201CBUSHWICK	7.0	13.6	D	32	HS	B	High School	Underdeveloped with Proficient Features (2008-09)	ICI
A	10	Improvement (year 1) -  Comprehensive	A	2.02	94.1	Mark Rush	55.7	32K549	A	BUSHWICK SCHOOL FOR SOCIAL JUSTICE	11.7	16.7	A	32	HS	B	High School	Well Developed (2007-08)	ESO
A	7	In Good Standing	B	2.23	70.3	Nathan Dudley	39.5	32K551	B	NEW YORK HARBOR SCHOOL	10.4	13.4	B	32	HS	C	High School	Proficient (2007-08)	ESO
B	2	In Good Standing	B	2.00	59.2	Monique Darrisaw	34.8	32K552	B	ACADEMY OF URBAN PLANNING	8.6	13.8	B	32	HS	B	High School	Proficient (2007-08)	ICI
A	0.0	In Good Standing	A	3.45	68.5	Elvis Estevez	33.5	32K554	A	ALL CITY LEADERSHIP SECONDARY SCHOOL	13.6	21.4	B	32	ESMS	A	Middle	Well Developed (2007-08)	ICI
A	2	In Good Standing	A	2.60	82.5	Elvis Estevez	45.7	32K554	A	ALL CITY LEADERSHIP SECONDARY SCHOOL	15.0	19.8	A	32	HS	A	High School	Well Developed (2007-08)	ICI
B	6	In Good Standing	C	2.05	56.7	Catherine Reilly	27.6	32K556	B	BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE	8.0	15.1	C	32	HS	B	High School	Well Developed (2007-08)	ICI
B	0.0	Restructuring (year 1) -  Comprehensive	A	2.08	59.6	Tira Randall	40.6	32K564	B	BUSHWICK COMMUNITY HIGH SCHOOL	13.0	6.0	A	32	HS	F	Transfer School	Proficient (2007-08)	New Visions
A	6.0	In Good Standing	A	3.19	105.3	Julie Kennedy	59.3	84K355	A	WILLIAMSBURG COLLEGIATE CHARTER SCHOOL	15.0	25.0	A	84	ESMS	A	Middle	No QR in last two years	Charter
A	3.0	In Good Standing	A	48.95	78.9	Orpheus Williams\\Mike Kerr	42.6	84K356	A	ACHIEVEMENT FIRST- CROWN HEIGHTS CHARTER SCHOOL	13.0	20.3	A	84	ESMS	A	K-8	No QR in last two years	Charter
B	2.3	In Good Standing	C	3.26	61.0	Jeff Li/Melissa Parry	28.1	84K357	A	KIPP AMP (ALWAYS MENTALLY PREPARED) CHARTER SCHOOL	8.0	22.6	C	84	ESMS	A	Middle	No QR in last two years	Charter
A	0.0	In Good Standing	A	42.89	89.0	Denniston Reid	51.5	84K358		ACHIEVEMENT FIRST EAST NEW YORK SCHOOL	15.0	22.5	A	84	ESMS	A	Elementary	No QR in last two years	Charter
B	1.5	In Good Standing	A	51.86	61.2	Michelle Bodden\\Drew Goodman	31.1	84K359	C	THE UFT CHARTER SCHOOL	11.8	16.8	C	84	ESMS	B	K-8	No QR in last two years	Charter
A	1.5	In Good Standing	A	31.04	90.9	Christine Tettonis	60.0	84K362	F	HELLENIC CLASSICAL CHARTER SCHOOL	12.9	16.5	A	84	ESMS	B	K-8	No QR in last two years	Charter
C	2	In Good Standing	A	2.66	45.8	Ethan Mitnick	22.4	84K473	B	WILLIAMSBURG CHARTER HIGH SCHOOL	11.0	10.4	D	84	HS	D	High School		Charter
A	4.5	In Good Standing	A	3.05	95.5	Eric Redwine	55.0	84K508	A	ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL	11.0	25.0	A	84	ESMS	A	Middle	No QR in last two years	Charter
A	4.5	Subject to Charter School Law Provisions	A	48.45	91.1	Lizette Suxo	55.6	84K538		ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL	13.0	18.0	A	84	ESMS	A	Elementary	No QR in last two years	Charter
A	0.0	In Good Standing	A	42.39	75.0	Jabali Sawicki And Tim Saintsing	36.8	84K593	A	EXCELLENCE CHARTER SCHOOL OF BEDFORD STUYVESANT	15.0	23.2	B	84	ESMS	A	Elementary	No QR in last two years	Charter
A	3.0	In Good Standing	A	3.18	103.0	Lauren Harris And Laura Lee	60.0	84K608		KINGS COLLEGIATE CHARTER SCHOOL	15.0	25.0	A	84	ESMS	A	Middle	No QR in last two years	Charter
""				3.09		Mabel Lajes-Guiteras		84K648		BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL				84	ESMS		Middle		Charter
""		In Good Standing																No QR in last two years	
C	0.0	In Good Standing	B	45.42	51.0	Omigbade Escayg	26.1	84K701	A	BROOKLYN CHARTER SCHOOL	8.6	16.3	C	84	ESMS	B	Elementary	No QR in last two years	Charter
A	3.8	In Good Standing	A	50.72	88.2	Melaine Bryon	50.5	84K702	B	COMMUNITY PARTNERSHIP CHARTER	12.9	21.0	A	84	ESMS	A	Elementary	No QR in last two years	Charter
B	3.8	In Good Standing	B	50.47	57.7	Timothy Gembka	28.9	84K703	B	BEGINNING WITH CHILDREN CHARTER SCHOOL	8.4	16.6	C	84	ESMS	B	K-8	No QR in last two years	Charter
A	2.3	In Good Standing	A	52.21	87.8	Morty Ballen/Kinnari Patel	46.6	84K704	A	EXPLORE CHARTER SCHOOL	14.7	24.2	A	84	ESMS	A	K-8	No QR in last two years	Charter
A	6.0	In Good Standing	A	57.69	95.2	Tom Demarco	52.6	84K731	A	BROOKLYN EXCELSIOR CHARTER	11.6	25.0	A	84	ESMS	A	K-8	No QR in last two years	Charter
A	2.3	In Good Standing	B	2.55	68.7	Leonard Goldberg	42.5	84M279	C	THE OPPORTUNITY CHARTER SCHOOL	8.1	15.8	A	84	ESMS	B	Middle	No QR in last two years	Charter
""				1.62		Leonard Goldberg		84M279		THE OPPORTUNITY CHARTER SCHOOL				84	HS		High School		Charter
""	1	In Good Standing																	
B	3.0	In Good Standing	A	51.28	56.5	Glen Pinder Or Dennis Mckesey	24.8	84M284	A	HARLEM CHILDREN'S ZONE/PROMISE ACADEMY CHARTER SCHOOL	11.0	17.7	D	84	ESMS	A	K-8	No QR in last two years	Charter
""				2.75		Hayden Lyons		84M284		HARLEM CHILDREN'S ZONE/PROMISE ACADEMY CHARTER SCHOOL				84	HS		High School		Charter
""	0	In Good Standing																	
""				37.25		Genie Depolo		84M320		MANHATTAN CHARTER SCHOOL				84	ESMS		Elementary		Charter
""		In Good Standing																No QR in last two years	
F	0.0	In Good Standing	B	48.63	29.9	Steven Evangelista\\Margaret Ryan	6.6	84M329		HARLEM LINK CHARTER SCHOOL	9.0	14.3	F	84	ESMS	B	Elementary	No QR in last two years	Charter
